Word Spacing,Pen Pressure,Baseline,Word Size
397.6907188,LOW,DESCENDING,SMALL
375.2470547,LOW,STRAIGHT,NORMAL
118.4736258,LOW,DESCENDING,SMALL
109.4124259,LOW,STRAIGHT,BIG
263.6846793,LOW,STRAIGHT,BIG
308.4636967,LOW,STRAIGHT,NORMAL
658.859504,LOW,STRAIGHT,SMALL
43.03112887,LOW,STRAIGHT,SMALL
356.1151499,LOW,STRAIGHT,BIG
274.9775251,HIGH,STRAIGHT,SMALL
372.818773,LOW,STRAIGHT,SMALL
90.69564481,LOW,STRAIGHT,SMALL
347.5184879,LOW,STRAIGHT,SMALL
435.651804,LOW,STRAIGHT,BIG
315.5427674,HIGH,STRAIGHT,BIG
474.4634255,HIGH,DESCENDING,SMALL
313.6229491,LOW,STRAIGHT,BIG
68.0,LOW,DESCENDING,SMALL
414.723495,HIGH,STRAIGHT,BIG
342.9677743,LOW,STRAIGHT,SMALL
528.2254937,LOW,DESCENDING,SMALL
72.02779997,LOW,STRAIGHT,SMALL
227.2039015,LOW,STRAIGHT,NORMAL
29.16696752,HIGH,DESCENDING,BIG
198.3612989,LOW,STRAIGHT,BIG
433.4597751,LOW,STRAIGHT,SMALL
384.3889289,LOW,STRAIGHT,NORMAL
532.7704931,LOW,STRAIGHT,NORMAL
276.237984,LOW,STRAIGHT,SMALL
339.2352481,LOW,ASSENDING,SMALL
102.5494545,HIGH,STRAIGHT,SMALL
440.8878095,LOW,STRAIGHT,NORMAL
505.8201646,LOW,STRAIGHT,BIG
455.105605,HIGH,STRAIGHT,BIG
267.207878,HIGH,STRAIGHT,BIG
377.8563566,LOW,STRAIGHT,BIG
401.5855795,LOW,STRAIGHT,SMALL
50.36185237,HIGH,STRAIGHT,SMALL
320.3496125,HIGH,STRAIGHT,NORMAL
46.82817038,LOW,STRAIGHT,SMALL
150.9178306,LOW,STRAIGHT,NORMAL
349.6988788,LOW,STRAIGHT,BIG
194.966287,LOW,STRAIGHT,SMALL
388.4253136,HIGH,STRAIGHT,SMALL
229.3722883,HIGH,STRAIGHT,SMALL
358.0788549,HIGH,STRAIGHT,BIG
181.1987859,LOW,STRAIGHT,BIG
461.5354456,LOW,DESCENDING,BIG
321.8810171,HIGH,STRAIGHT,SMALL
371.2561263,LOW,STRAIGHT,SMALL
46.14791148,LOW,DESCENDING,BIG
206.9559371,LOW,ASSENDING,BIG
287.1827979,LOW,STRAIGHT,SMALL
416.3513408,LOW,DESCENDING,SMALL
443.4005701,LOW,STRAIGHT,SMALL
491.7806814,HIGH,DESCENDING,SMALL
581.9837863,LOW,DESCENDING,SMALL
321.7279939,LOW,DESCENDING,BIG
141.3534164,HIGH,STRAIGHT,SMALL
556.8521276,HIGH,STRAIGHT,SMALL
453.97009,HIGH,STRAIGHT,BIG
195.2572327,LOW,STRAIGHT,SMALL
390.8114796,LOW,DESCENDING,SMALL
371.1781212,HIGH,DESCENDING,SMALL
443.2755794,LOW,STRAIGHT,SMALL
201.8162793,HIGH,STRAIGHT,SMALL
251.1440712,HIGH,STRAIGHT,SMALL
159.099245,HIGH,STRAIGHT,NORMAL
356.2114827,LOW,DESCENDING,BIG
342.1297624,LOW,ASSENDING,SMALL
225.2506078,LOW,STRAIGHT,SMALL
95.19102252,LOW,STRAIGHT,NORMAL
342.7424667,HIGH,STRAIGHT,SMALL
417.9027636,LOW,STRAIGHT,NORMAL
273.529497,LOW,STRAIGHT,NORMAL
326.1610289,HIGH,DESCENDING,BIG
430.066274,HIGH,STRAIGHT,BIG
311.0332561,LOW,ASSENDING,SMALL
247.5112434,LOW,STRAIGHT,SMALL
418.891723,HIGH,STRAIGHT,SMALL
492.3303991,HIGH,STRAIGHT,SMALL
407.7010151,LOW,DESCENDING,SMALL
300.1618061,LOW,STRAIGHT,NORMAL
313.4357348,LOW,STRAIGHT,BIG
282.1282363,HIGH,STRAIGHT,SMALL
386.9382568,HIGH,STRAIGHT,BIG
572.5886004,LOW,STRAIGHT,SMALL
293.6512261,LOW,DESCENDING,BIG
365.0111374,LOW,STRAIGHT,NORMAL
212.8439265,LOW,STRAIGHT,SMALL
386.7054869,LOW,STRAIGHT,SMALL
158.6324501,LOW,STRAIGHT,SMALL
374.9880741,HIGH,STRAIGHT,SMALL
336.1798361,LOW,STRAIGHT,SMALL
241.8208819,LOW,STRAIGHT,SMALL
273.4511754,HIGH,STRAIGHT,SMALL
473.2553508,HIGH,STRAIGHT,NORMAL
191.4194283,HIGH,STRAIGHT,SMALL
185.0519594,LOW,STRAIGHT,NORMAL
432.1100784,LOW,STRAIGHT,SMALL
270.2682719,LOW,STRAIGHT,BIG
164.3640555,LOW,DESCENDING,SMALL
383.7314742,LOW,STRAIGHT,SMALL
112.4540972,HIGH,DESCENDING,BIG
311.4324386,LOW,STRAIGHT,SMALL
83.00602388,LOW,STRAIGHT,BIG
460.6530304,LOW,STRAIGHT,SMALL
376.2427042,LOW,ASSENDING,SMALL
195.7068887,LOW,STRAIGHT,BIG
412.6330089,HIGH,STRAIGHT,NORMAL
165.7415655,LOW,STRAIGHT,BIG
351.1451442,LOW,STRAIGHT,SMALL
283.5835075,LOW,STRAIGHT,NORMAL
396.4918479,HIGH,STRAIGHT,NORMAL
63.26478572,LOW,STRAIGHT,SMALL
414.673771,LOW,STRAIGHT,BIG
544.606036,LOW,STRAIGHT,SMALL
466.2447999,LOW,STRAIGHT,NORMAL
349.8011109,LOW,DESCENDING,SMALL
271.7898202,LOW,STRAIGHT,SMALL
379.8051057,LOW,STRAIGHT,SMALL
321.543837,LOW,STRAIGHT,SMALL
290.0392272,LOW,STRAIGHT,SMALL
349.9264384,LOW,STRAIGHT,SMALL
315.7302029,LOW,STRAIGHT,SMALL
145.1999398,HIGH,STRAIGHT,BIG
641.3604681,HIGH,DESCENDING,BIG
340.9510919,LOW,STRAIGHT,NORMAL
370.0585161,LOW,STRAIGHT,SMALL
258.4143959,LOW,STRAIGHT,SMALL
308.1537604,HIGH,STRAIGHT,SMALL
191.0729567,HIGH,STRAIGHT,SMALL
244.3330027,LOW,STRAIGHT,SMALL
334.1522786,HIGH,DESCENDING,BIG
525.0873155,LOW,STRAIGHT,NORMAL
426.9891701,HIGH,STRAIGHT,BIG
950.8837994,LOW,STRAIGHT,SMALL
197.524682,LOW,STRAIGHT,SMALL
206.0431424,LOW,STRAIGHT,SMALL
360.4860374,HIGH,STRAIGHT,SMALL
184.9861602,HIGH,DESCENDING,NORMAL
236.5082865,LOW,DESCENDING,SMALL
354.1213928,LOW,STRAIGHT,NORMAL
238.7213419,LOW,STRAIGHT,SMALL
418.8380246,LOW,STRAIGHT,SMALL
328.7089395,LOW,STRAIGHT,SMALL
399.0177858,HIGH,STRAIGHT,SMALL
297.3063691,LOW,STRAIGHT,SMALL
352.1538217,LOW,STRAIGHT,NORMAL
339.4107261,LOW,STRAIGHT,SMALL
186.5529415,HIGH,ASSENDING,BIG
592.798448,LOW,STRAIGHT,NORMAL
293.2944398,LOW,STRAIGHT,NORMAL
418.2304262,HIGH,STRAIGHT,SMALL
163.4778272,LOW,DESCENDING,SMALL
72.12489168,LOW,DESCENDING,NORMAL
45.00833102,LOW,STRAIGHT,SMALL
324.1891032,LOW,STRAIGHT,SMALL
372.2932685,LOW,ASSENDING,BIG
330.4892602,LOW,STRAIGHT,NORMAL
233.7599951,LOW,STRAIGHT,NORMAL
163.5240376,HIGH,STRAIGHT,SMALL
41.01219331,LOW,STRAIGHT,NORMAL
534.8157551,LOW,ASSENDING,BIG
55.0,LOW,STRAIGHT,NORMAL
352.720738,LOW,STRAIGHT,NORMAL
376.249321,HIGH,STRAIGHT,SMALL
237.3633106,HIGH,STRAIGHT,NORMAL
432.2350171,LOW,STRAIGHT,NORMAL
354.1579373,LOW,STRAIGHT,SMALL
53.51586902,LOW,STRAIGHT,SMALL
435.9293869,HIGH,STRAIGHT,BIG
256.3604227,HIGH,STRAIGHT,NORMAL
289.8965357,LOW,STRAIGHT,SMALL
255.8425612,LOW,STRAIGHT,BIG
185.0752654,HIGH,STRAIGHT,SMALL
45.2552809,LOW,STRAIGHT,SMALL
311.9226191,HIGH,STRAIGHT,SMALL
376.657409,HIGH,STRAIGHT,SMALL
426.9036451,HIGH,STRAIGHT,BIG
371.5430157,HIGH,STRAIGHT,SMALL
355.0875178,LOW,STRAIGHT,BIG
247.46641,LOW,STRAIGHT,SMALL
551.2161365,LOW,DESCENDING,SMALL
375.1347113,HIGH,STRAIGHT,NORMAL
307.733184,LOW,STRAIGHT,SMALL
435.5042148,LOW,DESCENDING,SMALL
268.6577082,LOW,STRAIGHT,SMALL
403.5798817,LOW,STRAIGHT,BIG
492.4668411,LOW,DESCENDING,SMALL
641.0117004,HIGH,STRAIGHT,SMALL
398.9361013,LOW,STRAIGHT,SMALL
437.7770877,LOW,STRAIGHT,SMALL
408.4749739,LOW,STRAIGHT,BIG
81.26285839,LOW,STRAIGHT,SMALL
468.1741713,LOW,STRAIGHT,SMALL
305.3373184,LOW,STRAIGHT,SMALL
329.0681728,LOW,STRAIGHT,SMALL
436.6920512,LOW,STRAIGHT,SMALL
388.0030856,LOW,STRAIGHT,BIG
307.0039257,LOW,STRAIGHT,SMALL
203.0806922,LOW,STRAIGHT,SMALL
354.5790296,LOW,STRAIGHT,BIG
337.6682215,LOW,ASSENDING,SMALL
459.5737155,HIGH,STRAIGHT,NORMAL
190.1009157,LOW,DESCENDING,NORMAL
603.990894,HIGH,DESCENDING,SMALL
313.585098,LOW,STRAIGHT,NORMAL
235.1326971,HIGH,STRAIGHT,SMALL
359.5810057,LOW,STRAIGHT,SMALL
762.6067138,HIGH,STRAIGHT,SMALL
590.0507078,HIGH,DESCENDING,NORMAL
223.7040918,LOW,STRAIGHT,SMALL
817.5506101,LOW,STRAIGHT,SMALL
376.2397523,LOW,STRAIGHT,BIG
215.8464535,HIGH,STRAIGHT,NORMAL
452.1861044,LOW,STRAIGHT,SMALL
435.020231,HIGH,STRAIGHT,BIG
415.2839951,LOW,DESCENDING,SMALL
246.4684496,LOW,STRAIGHT,SMALL
159.1249145,LOW,ASSENDING,SMALL
355.5605312,HIGH,STRAIGHT,SMALL
121.0784869,LOW,STRAIGHT,SMALL
333.1148562,LOW,STRAIGHT,BIG
455.8399536,HIGH,STRAIGHT,NORMAL
440.4292794,LOW,STRAIGHT,SMALL
162.1165871,LOW,DESCENDING,BIG
380.1360274,LOW,STRAIGHT,SMALL
276.728936,HIGH,ASSENDING,SMALL
411.5905983,LOW,STRAIGHT,NORMAL
783.3517728,LOW,STRAIGHT,BIG
218.4269933,LOW,DESCENDING,SMALL
105.8017013,LOW,STRAIGHT,SMALL
119.7956779,HIGH,STRAIGHT,SMALL
318.8217105,LOW,DESCENDING,BIG
151.5542119,LOW,STRAIGHT,BIG
480.5838015,HIGH,DESCENDING,BIG
115.1677436,LOW,STRAIGHT,SMALL
454.2027281,LOW,STRAIGHT,SMALL
355.795569,HIGH,STRAIGHT,BIG
301.6156528,LOW,DESCENDING,BIG
734.9319696,HIGH,STRAIGHT,SMALL
296.7612192,LOW,DESCENDING,NORMAL
476.7393419,LOW,STRAIGHT,SMALL
299.9059205,HIGH,STRAIGHT,NORMAL
359.1270896,HIGH,STRAIGHT,NORMAL
351.61733,HIGH,STRAIGHT,NORMAL
425.5796972,LOW,STRAIGHT,BIG
264.9144679,LOW,STRAIGHT,BIG
512.3517924,HIGH,STRAIGHT,SMALL
64.0,HIGH,STRAIGHT,NORMAL
122.5748106,HIGH,STRAIGHT,SMALL
420.967373,LOW,DESCENDING,BIG
606.860747,LOW,STRAIGHT,SMALL
125.3195914,LOW,STRAIGHT,SMALL
58.61552813,HIGH,STRAIGHT,SMALL
461.5259636,LOW,STRAIGHT,BIG
225.4262058,LOW,DESCENDING,BIG
753.2118019,HIGH,STRAIGHT,NORMAL
282.8485222,LOW,STRAIGHT,NORMAL
308.539286,HIGH,STRAIGHT,NORMAL
298.5402249,LOW,STRAIGHT,SMALL
333.5110604,HIGH,STRAIGHT,SMALL
401.9992652,HIGH,ASSENDING,NORMAL
796.5086315,LOW,DESCENDING,SMALL
256.4240801,LOW,STRAIGHT,SMALL
388.3500505,HIGH,STRAIGHT,SMALL
174.8264715,LOW,STRAIGHT,SMALL
222.5868224,LOW,STRAIGHT,SMALL
380.5641078,LOW,DESCENDING,NORMAL
310.7440284,LOW,STRAIGHT,NORMAL
380.7553367,HIGH,STRAIGHT,SMALL
413.9452336,LOW,ASSENDING,NORMAL
132.0862263,LOW,STRAIGHT,BIG
757.651635,LOW,STRAIGHT,NORMAL
358.765854,HIGH,STRAIGHT,SMALL
553.5983812,LOW,STRAIGHT,SMALL
357.3537046,LOW,STRAIGHT,BIG
122.0710994,LOW,STRAIGHT,NORMAL
620.937146,LOW,STRAIGHT,SMALL
274.9368173,LOW,STRAIGHT,SMALL
364.0101991,HIGH,ASSENDING,SMALL
476.8679541,LOW,STRAIGHT,SMALL
149.4298279,LOW,STRAIGHT,NORMAL
340.2990829,HIGH,STRAIGHT,SMALL
39.81205847,LOW,STRAIGHT,BIG
225.4863799,HIGH,STRAIGHT,SMALL
310.1051236,HIGH,STRAIGHT,NORMAL
260.4124195,LOW,DESCENDING,SMALL
450.4098191,LOW,STRAIGHT,SMALL
62.8171951,LOW,STRAIGHT,SMALL
106.1623253,LOW,STRAIGHT,SMALL
203.9730374,LOW,STRAIGHT,NORMAL
223.7614736,LOW,STRAIGHT,SMALL
281.1325413,LOW,STRAIGHT,SMALL
257.6509649,LOW,STRAIGHT,NORMAL
366.12006,LOW,STRAIGHT,SMALL
223.9330257,LOW,STRAIGHT,BIG
70.34912935,LOW,STRAIGHT,SMALL
339.7218522,LOW,STRAIGHT,SMALL
371.2438773,LOW,STRAIGHT,SMALL
82.06475429,LOW,STRAIGHT,SMALL
335.1270026,HIGH,STRAIGHT,BIG
362.455345,LOW,STRAIGHT,BIG
436.5140314,LOW,STRAIGHT,NORMAL
399.1130379,LOW,STRAIGHT,BIG
497.1455898,LOW,STRAIGHT,SMALL
427.0781402,LOW,STRAIGHT,SMALL
410.1510076,LOW,STRAIGHT,SMALL
501.1821603,LOW,STRAIGHT,SMALL
426.7384697,LOW,STRAIGHT,SMALL
490.8788155,LOW,STRAIGHT,SMALL
115.6127544,LOW,STRAIGHT,SMALL
441.6467726,LOW,STRAIGHT,NORMAL
404.0963427,LOW,STRAIGHT,SMALL
514.7025694,LOW,STRAIGHT,SMALL
364.2501438,LOW,STRAIGHT,SMALL
450.1952677,HIGH,STRAIGHT,SMALL
286.5667016,LOW,STRAIGHT,SMALL
132.650507,HIGH,STRAIGHT,SMALL
229.8541007,LOW,STRAIGHT,BIG
418.4753314,LOW,STRAIGHT,SMALL
251.766989,LOW,STRAIGHT,BIG
211.1291968,HIGH,STRAIGHT,BIG
286.7366958,LOW,STRAIGHT,BIG
56.0,HIGH,STRAIGHT,BIG
329.3092492,LOW,DESCENDING,NORMAL
359.0397619,LOW,STRAIGHT,BIG
400.25977,HIGH,ASSENDING,NORMAL
367.3745328,HIGH,DESCENDING,SMALL
246.5685411,LOW,STRAIGHT,BIG
357.4025193,LOW,STRAIGHT,SMALL
247.1253044,HIGH,STRAIGHT,SMALL
267.0628958,LOW,STRAIGHT,SMALL
309.2905187,LOW,STRAIGHT,SMALL
281.4284086,LOW,ASSENDING,SMALL
300.9876585,LOW,STRAIGHT,SMALL
288.8976786,HIGH,STRAIGHT,SMALL
344.8447072,LOW,STRAIGHT,SMALL
275.5871874,LOW,STRAIGHT,SMALL
518.5533219,LOW,STRAIGHT,NORMAL
182.6090928,LOW,STRAIGHT,NORMAL
308.129212,HIGH,ASSENDING,SMALL
204.7339777,LOW,STRAIGHT,BIG
455.3624147,LOW,ASSENDING,BIG
454.1795843,LOW,STRAIGHT,BIG
377.8990343,HIGH,STRAIGHT,NORMAL
330.211233,LOW,STRAIGHT,SMALL
404.3540722,LOW,ASSENDING,NORMAL
366.6682758,LOW,STRAIGHT,SMALL
421.4469961,HIGH,STRAIGHT,SMALL
235.9456531,LOW,STRAIGHT,SMALL
266.5052753,HIGH,STRAIGHT,SMALL
431.4535432,LOW,STRAIGHT,BIG
130.1998809,HIGH,STRAIGHT,BIG
262.8648847,LOW,STRAIGHT,NORMAL
292.4539428,LOW,STRAIGHT,BIG
505.2840785,LOW,STRAIGHT,SMALL
412.5090754,LOW,STRAIGHT,SMALL
316.7888391,HIGH,DESCENDING,SMALL
129.4026322,LOW,STRAIGHT,NORMAL
342.3218864,HIGH,STRAIGHT,NORMAL
435.153467,HIGH,STRAIGHT,BIG
274.3019437,HIGH,DESCENDING,SMALL
887.091878,HIGH,STRAIGHT,BIG
396.9205057,LOW,DESCENDING,BIG
463.3778044,HIGH,ASSENDING,SMALL
121.4267406,LOW,STRAIGHT,BIG
307.7606227,LOW,STRAIGHT,SMALL
305.8247766,LOW,STRAIGHT,SMALL
645.5980165,LOW,STRAIGHT,BIG
436.8770533,LOW,STRAIGHT,SMALL
340.5583705,HIGH,STRAIGHT,NORMAL
351.5983911,HIGH,STRAIGHT,SMALL
361.9362974,LOW,STRAIGHT,NORMAL
266.97919,LOW,STRAIGHT,SMALL
335.3053985,LOW,STRAIGHT,SMALL
483.239489,LOW,STRAIGHT,NORMAL
332.7440639,LOW,STRAIGHT,SMALL
261.0279387,LOW,STRAIGHT,SMALL
463.9994006,HIGH,DESCENDING,SMALL
385.8730361,LOW,STRAIGHT,NORMAL
404.0950521,HIGH,STRAIGHT,SMALL
56.0,LOW,DESCENDING,SMALL
205.5757571,LOW,STRAIGHT,BIG
175.8346661,LOW,DESCENDING,SMALL
306.2017146,LOW,ASSENDING,SMALL
411.8571443,LOW,STRAIGHT,NORMAL
143.464006,HIGH,DESCENDING,SMALL
482.1513287,LOW,STRAIGHT,NORMAL
457.0946343,LOW,STRAIGHT,SMALL
484.7285307,LOW,STRAIGHT,SMALL
420.490388,LOW,STRAIGHT,SMALL
281.3174936,LOW,STRAIGHT,BIG
423.7199572,LOW,STRAIGHT,SMALL
321.1631633,LOW,DESCENDING,SMALL
296.8081891,HIGH,STRAIGHT,SMALL
35.48553014,LOW,STRAIGHT,NORMAL
479.3546456,LOW,STRAIGHT,BIG
168.7995921,HIGH,DESCENDING,NORMAL
441.6858334,LOW,ASSENDING,BIG
432.7996367,LOW,STRAIGHT,SMALL
363.1183824,LOW,STRAIGHT,BIG
168.0016125,HIGH,DESCENDING,SMALL
306.1583461,HIGH,STRAIGHT,SMALL
387.8261255,HIGH,STRAIGHT,NORMAL
684.6845989,LOW,DESCENDING,NORMAL
330.4848001,HIGH,STRAIGHT,BIG
289.3746876,LOW,STRAIGHT,SMALL
498.0820508,LOW,STRAIGHT,SMALL
49.30020576,LOW,STRAIGHT,NORMAL
177.1739502,HIGH,STRAIGHT,SMALL
345.989646,LOW,ASSENDING,SMALL
114.011979,LOW,STRAIGHT,SMALL
350.362734,HIGH,STRAIGHT,SMALL
338.4679964,HIGH,STRAIGHT,SMALL
429.9872706,HIGH,ASSENDING,SMALL
108.4926121,LOW,STRAIGHT,NORMAL
376.2492786,HIGH,DESCENDING,SMALL
261.1067771,LOW,STRAIGHT,SMALL
445.7660425,LOW,STRAIGHT,SMALL
351.5382865,LOW,ASSENDING,NORMAL
289.8080203,HIGH,STRAIGHT,SMALL
315.3782547,LOW,DESCENDING,NORMAL
374.3617031,LOW,STRAIGHT,SMALL
389.2968019,HIGH,STRAIGHT,SMALL
525.4807323,LOW,ASSENDING,NORMAL
453.8773637,HIGH,STRAIGHT,SMALL
465.5929805,LOW,STRAIGHT,SMALL
319.7931477,LOW,STRAIGHT,SMALL
389.0073627,LOW,STRAIGHT,SMALL
345.4918328,LOW,STRAIGHT,SMALL
70.5,HIGH,STRAIGHT,NORMAL
292.3925105,HIGH,STRAIGHT,BIG
139.4213555,LOW,STRAIGHT,BIG
299.6252639,HIGH,DESCENDING,NORMAL
206.7511617,HIGH,STRAIGHT,BIG
88.62392447,LOW,STRAIGHT,BIG
449.2741781,LOW,ASSENDING,NORMAL
540.1880459,LOW,STRAIGHT,BIG
301.8200567,HIGH,STRAIGHT,SMALL
205.3403519,LOW,STRAIGHT,BIG
321.1770999,LOW,STRAIGHT,BIG
500.6538849,LOW,DESCENDING,SMALL
256.8777027,LOW,STRAIGHT,SMALL
385.9572861,HIGH,STRAIGHT,SMALL
267.148789,HIGH,STRAIGHT,SMALL
388.2109318,LOW,STRAIGHT,SMALL
267.7634261,LOW,STRAIGHT,SMALL
227.6105975,LOW,DESCENDING,SMALL
480.8512944,LOW,STRAIGHT,SMALL
380.2367705,LOW,ASSENDING,NORMAL
490.0705403,LOW,STRAIGHT,SMALL
316.6626532,LOW,STRAIGHT,SMALL
509.1958243,LOW,STRAIGHT,BIG
441.525715,LOW,STRAIGHT,SMALL
491.4661515,LOW,STRAIGHT,SMALL
347.3084681,LOW,ASSENDING,SMALL
353.1613881,LOW,STRAIGHT,BIG
321.4769453,LOW,STRAIGHT,NORMAL
384.042734,LOW,STRAIGHT,SMALL
433.5055289,LOW,STRAIGHT,SMALL
876.0468024,HIGH,STRAIGHT,BIG
344.036516,LOW,STRAIGHT,BIG
228.3302886,LOW,STRAIGHT,BIG
583.8381695,LOW,STRAIGHT,NORMAL
270.9727993,LOW,STRAIGHT,NORMAL
348.9985655,HIGH,STRAIGHT,SMALL
411.6998392,LOW,STRAIGHT,NORMAL
195.7447624,LOW,STRAIGHT,BIG
419.457156,HIGH,STRAIGHT,NORMAL
51.0,HIGH,STRAIGHT,SMALL
202.8842115,HIGH,STRAIGHT,SMALL
545.2509582,LOW,DESCENDING,SMALL
463.3833354,LOW,DESCENDING,NORMAL
488.3197396,LOW,STRAIGHT,NORMAL
321.9083721,LOW,STRAIGHT,NORMAL
490.3660489,LOW,STRAIGHT,SMALL
396.6294459,HIGH,STRAIGHT,NORMAL
515.6802202,LOW,STRAIGHT,BIG
294.8876171,HIGH,STRAIGHT,SMALL
189.5785586,LOW,DESCENDING,SMALL
68.27684606,LOW,DESCENDING,NORMAL
410.0267535,LOW,STRAIGHT,NORMAL
375.7627396,LOW,STRAIGHT,SMALL
569.5670698,HIGH,STRAIGHT,SMALL
45.0,LOW,STRAIGHT,SMALL
400.3388282,HIGH,STRAIGHT,NORMAL
288.5093941,LOW,STRAIGHT,NORMAL
141.0036114,LOW,STRAIGHT,BIG
378.6320038,HIGH,STRAIGHT,SMALL
346.6461046,LOW,DESCENDING,BIG
497.2139317,LOW,STRAIGHT,BIG
409.569589,HIGH,STRAIGHT,SMALL
702.9312299,HIGH,STRAIGHT,SMALL
349.7374044,HIGH,STRAIGHT,SMALL
220.1746357,LOW,STRAIGHT,SMALL
305.0247285,LOW,STRAIGHT,SMALL
402.7599353,HIGH,STRAIGHT,BIG
316.981126,LOW,DESCENDING,SMALL
337.9959088,HIGH,STRAIGHT,SMALL
523.026768,LOW,STRAIGHT,BIG
518.9799782,HIGH,STRAIGHT,SMALL
350.9083296,HIGH,STRAIGHT,NORMAL
319.5560963,HIGH,STRAIGHT,SMALL
163.1437103,LOW,STRAIGHT,NORMAL
187.5604313,LOW,STRAIGHT,NORMAL
611.2283806,LOW,STRAIGHT,SMALL
236.4270902,LOW,STRAIGHT,NORMAL
318.3060685,LOW,STRAIGHT,SMALL
380.9292342,LOW,STRAIGHT,SMALL
242.9430936,LOW,STRAIGHT,SMALL
356.479972,LOW,STRAIGHT,SMALL
615.5742753,LOW,STRAIGHT,SMALL
495.7414365,LOW,STRAIGHT,SMALL
394.0247429,HIGH,STRAIGHT,NORMAL
36.46788896,HIGH,STRAIGHT,SMALL
324.3605099,LOW,STRAIGHT,SMALL
136.3566359,LOW,STRAIGHT,SMALL
162.5394981,LOW,STRAIGHT,NORMAL
318.7248321,LOW,DESCENDING,NORMAL
320.7360959,HIGH,STRAIGHT,SMALL
504.4767083,LOW,STRAIGHT,SMALL
391.3619373,LOW,STRAIGHT,NORMAL
266.8632944,HIGH,STRAIGHT,NORMAL
279.0898902,LOW,STRAIGHT,BIG
253.3631411,LOW,ASSENDING,NORMAL
367.5778184,LOW,STRAIGHT,BIG
438.6256989,LOW,DESCENDING,SMALL
475.6071119,HIGH,ASSENDING,BIG
605.3349452,LOW,ASSENDING,NORMAL
82.0,HIGH,STRAIGHT,SMALL
358.7514338,LOW,STRAIGHT,SMALL
342.9315819,HIGH,DESCENDING,SMALL
435.7146901,LOW,STRAIGHT,NORMAL
386.5287349,LOW,STRAIGHT,BIG
457.3190698,HIGH,DESCENDING,SMALL
430.784966,LOW,STRAIGHT,BIG
579.8460301,LOW,DESCENDING,SMALL
371.3966111,LOW,STRAIGHT,SMALL
161.1639627,LOW,STRAIGHT,SMALL
383.8891037,LOW,ASSENDING,SMALL
477.945435,HIGH,DESCENDING,NORMAL
172.931685,LOW,STRAIGHT,SMALL
383.7722931,LOW,STRAIGHT,SMALL
197.4311723,HIGH,STRAIGHT,SMALL
271.2061822,LOW,STRAIGHT,BIG
387.5429911,LOW,STRAIGHT,BIG
455.8889535,LOW,ASSENDING,NORMAL
432.9815146,LOW,STRAIGHT,SMALL
420.9334394,LOW,STRAIGHT,NORMAL
280.1639574,LOW,STRAIGHT,SMALL
326.3606842,LOW,STRAIGHT,BIG
487.5464717,LOW,DESCENDING,BIG
271.8686292,LOW,STRAIGHT,NORMAL
393.7614144,LOW,ASSENDING,SMALL
201.0037107,LOW,STRAIGHT,SMALL
350.1764041,LOW,ASSENDING,SMALL
174.9987971,HIGH,STRAIGHT,SMALL
396.6623057,LOW,STRAIGHT,SMALL
404.8250746,HIGH,DESCENDING,SMALL
373.0934324,LOW,STRAIGHT,NORMAL
502.6617046,LOW,DESCENDING,BIG
81.32035416,HIGH,STRAIGHT,SMALL
445.6809188,HIGH,DESCENDING,SMALL
338.3825768,HIGH,STRAIGHT,BIG
446.1159674,HIGH,STRAIGHT,SMALL
272.0080554,HIGH,STRAIGHT,SMALL
429.1265007,LOW,DESCENDING,SMALL
308.6758088,HIGH,STRAIGHT,SMALL
398.8942206,LOW,STRAIGHT,BIG
169.1854518,LOW,STRAIGHT,SMALL
176.7148702,LOW,STRAIGHT,SMALL
243.1685671,LOW,STRAIGHT,NORMAL
551.3759614,HIGH,STRAIGHT,SMALL
225.4025906,LOW,STRAIGHT,BIG
376.9355179,HIGH,STRAIGHT,BIG
748.6152351,HIGH,STRAIGHT,SMALL
287.9753332,LOW,DESCENDING,BIG
668.4496989,LOW,STRAIGHT,NORMAL
355.4470431,LOW,STRAIGHT,SMALL
71.0,HIGH,DESCENDING,SMALL
46.76386418,LOW,STRAIGHT,NORMAL
298.9513662,LOW,STRAIGHT,BIG
209.531232,LOW,STRAIGHT,BIG
33.25673547,LOW,STRAIGHT,SMALL
298.3609868,LOW,STRAIGHT,SMALL
471.0248002,HIGH,STRAIGHT,NORMAL
238.0089408,LOW,STRAIGHT,BIG
354.8022988,LOW,STRAIGHT,SMALL
453.2823678,LOW,STRAIGHT,NORMAL
434.0188006,LOW,ASSENDING,BIG
458.4626766,LOW,STRAIGHT,BIG
417.5416147,LOW,STRAIGHT,SMALL
226.9386252,LOW,STRAIGHT,SMALL
261.5205537,HIGH,STRAIGHT,SMALL
81.48850314,LOW,STRAIGHT,SMALL
492.188289,HIGH,STRAIGHT,SMALL
401.1729044,LOW,STRAIGHT,SMALL
345.6590817,LOW,STRAIGHT,BIG
112.7821836,LOW,STRAIGHT,BIG
312.1604992,LOW,STRAIGHT,NORMAL
439.7931465,HIGH,STRAIGHT,NORMAL
491.3119684,HIGH,STRAIGHT,NORMAL
233.6364698,LOW,STRAIGHT,BIG
588.2161917,LOW,STRAIGHT,BIG
223.0985199,LOW,STRAIGHT,NORMAL
457.7782781,LOW,STRAIGHT,BIG
